TaxID Proveedor;Nombre Proveedor;N° Cotizacion;TaxID Comprador;Nombre Comprador;Usuario Comprador;Nombre Cotización;Fecha de creacion;Fecha de Publicación;Fecha de Cierre;RFQ Visualizada;RFQ Aceptada;RFQ Rechazada;RFQ Ofertada;Razon de rechazo;% Ofertas en RFQ;source
4-07737769;ITTECSA SA;6000044532;1-08581477;MACOP S.A;hzepeda;10155702;2023-12-20 02:00:54.667;2023-12-20 02:36:20.880;2024-02-08 13:08:00.000;SI;NO;SI;NO;Fuera de mi rubro;0;Directa
5-23118077;FLUPPPA SPA;6000044532;1-08581477;MACOP S.A;hzepeda;10155702;2023-12-20 02:00:54.667;2023-12-20 02:36:20.880;2024-02-08 13:08:00.000;SI;NO;SI;NO;Fuera de mi rubro;0;Directa
7180950-38;GEPPLLC LLC;6000044532;1-08581477;MACOP S.A;hzepeda;10155702;2023-12-20 02:00:54.667;2023-12-20 02:36:20.880;2024-02-08 13:08:00.000;SI;NO;NO;NO;NULL;0;Directa
7-48600267;COORAPA SPA;6000044532;1-08581477;MACOP S.A;hzepeda;10155702;2023-12-20 02:00:54.667;2023-12-20 02:36:20.880;2024-02-08 13:08:00.000;SI;NO;SI;NO;Requerimiento Confuso, Falta Información;0;Directa
8-26271667;TO PAPA SPA;6000044532;1-08581477;MACOP S.A;hzepeda;10155702;2023-12-20 02:00:54.667;2023-12-20 02:36:20.880;2024-02-08 13:08:00.000;SI;NO;NO;NO;NULL;0;Directa
K-08699569;CONICSA SA;6000044532;1-08581477;MACOP S.A;hzepeda;10155702;2023-12-20 02:00:54.667;2023-12-20 02:36:20.880;2024-02-08 13:08:00.000;SI;NO;NO;NO;NULL;0;Directa
1-07985697;TEY CDA LTDA;6000044538;1-08581477;MACOP S.A;hzepeda;10155711;2023-12-20 02:05:54.320;2023-12-20 04:45:46.197;2024-02-08 13:00:00.000;SI;NO;SI;NO;OTRO;0;Directa
1-08469869;SO CHSA SA;6000044538;1-08581477;MACOP S.A;hzepeda;10155711;2023-12-20 02:05:54.320;2023-12-20 04:45:46.197;2024-02-08 13:00:00.000;NO;NO;NO;NO;NULL;0;Directa
3274142-65;GLNDURP CORP;6000044538;1-08581477;MACOP S.A;hzepeda;10155711;2023-12-20 02:05:54.320;2023-12-20 04:45:46.197;2024-02-08 13:00:00.000;SI;SI;NO;NO;NULL;0;Directa
4-01521987;RSELEDA LTDA;6000044538;1-08581477;MACOP S.A;hzepeda;10155711;2023-12-20 02:05:54.320;2023-12-20 04:45:46.197;2024-02-08 13:00:00.000;NO;NO;NO;NO;NULL;0;Directa
7180950-38;GEPPLLC LLC;6000044538;1-08581477;MACOP S.A;hzepeda;10155711;2023-12-20 02:05:54.320;2023-12-20 04:45:46.197;2024-02-08 13:00:00.000;SI;NO;NO;NO;NULL;0;Directa
7-48600267;COORAPA SPA;6000044538;1-08581477;MACOP S.A;hzepeda;10155711;2023-12-20 02:05:54.320;2023-12-20 04:45:46.197;2024-02-08 13:00:00.000;SI;SI;NO;NO;Fuera de mi rubro;0;Directa
1-08469869;SO CHSA SA;6000044540;1-08581477;MACOP S.A;hzepeda;10155712;2023-12-20 02:05:54.667;2023-12-20 04:58:53.047;2024-02-08 15:00:00.000;NO;NO;NO;NO;NULL;0;Directa
3-00890408;ELD GSA SA;6000044540;1-08581477;MACOP S.A;hzepeda;10155712;2023-12-20 02:05:54.667;2023-12-20 04:58:53.047;2024-02-08 15:00:00.000;NO;NO;NO;NO;NULL;0;Directa
3274142-65;GLNDURP CORP;6000044540;1-08581477;MACOP S.A;hzepeda;10155712;2023-12-20 02:05:54.667;2023-12-20 04:58:53.047;2024-02-08 15:00:00.000;SI;NO;SI;NO;Requerimiento Confuso, Falta Información;0;Directa
4-01521987;RSELEDA LTDA;6000044540;1-08581477;MACOP S.A;hzepeda;10155712;2023-12-20 02:05:54.667;2023-12-20 04:58:53.047;2024-02-08 15:00:00.000;NO;NO;NO;NO;NULL;0;Directa
4-03082987;EEELEDA LTDA;6000044540;1-08581477;MACOP S.A;hzepeda;10155712;2023-12-20 02:05:54.667;2023-12-20 04:58:53.047;2024-02-08 15:00:00.000;NO;NO;NO;NO;NULL;0;Directa
6-00674367;COODUPA SPA;6000044540;1-08581477;MACOP S.A;hzepeda;10155712;2023-12-20 02:05:54.667;2023-12-20 04:58:53.047;2024-02-08 15:00:00.000;NO;NO;NO;NO;NULL;0;Directa
6-04907267;SOTS DA LTDA;6000044540;1-08581477;MACOP S.A;hzepeda;10155712;2023-12-20 02:05:54.667;2023-12-20 04:58:53.047;2024-02-08 15:00:00.000;NO;NO;NO;NO;NULL;0;Directa
7180950-38;GEPPLLC LLC;6000044540;1-08581477;MACOP S.A;hzepeda;10155712;2023-12-20 02:05:54.667;2023-12-20 04:58:53.047;2024-02-08 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
8-00871218;PRUTOPA SPA;6000044540;1-08581477;MACOP S.A;hzepeda;10155712;2023-12-20 02:05:54.667;2023-12-20 04:58:53.047;2024-02-08 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
8-11891267;CO BOPA SPA;6000044540;1-08581477;MACOP S.A;hzepeda;10155712;2023-12-20 02:05:54.667;2023-12-20 04:58:53.047;2024-02-08 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
7-28577067;WIHILPA SPA;6000044541;1-08581477;MACOP S.A;hzepeda;10155700;2023-12-20 02:05:54.823;2023-12-20 05:00:40.197;2024-02-08 13:00:00.000;SI;SI;NO;NO;NULL;0;Directa
2-09470569;SO CHSA SA;6000044542;1-08581477;MACOP S.A;hzepeda;10155713;2023-12-20 02:05:54.997;2023-12-20 05:04:48.187;2024-02-08 13:00:00.000;SI;SI;NO;NO;NULL;0;Directa
3-39787477;PYATIPA SPA;6000044542;1-08581477;MACOP S.A;hzepeda;10155713;2023-12-20 02:05:54.997;2023-12-20 05:04:48.187;2024-02-08 13:00:00.000;NO;NO;NO;NO;NULL;0;Directa
4-00699938;TEAMIDA LTDA;6000044542;1-08581477;MACOP S.A;hzepeda;10155713;2023-12-20 02:05:54.997;2023-12-20 05:04:48.187;2024-02-08 13:00:00.000;SI;NO;SI;NO;Fuera de mi rubro;0;Directa
454131067;NOAN P. CORP.;6000058178;6-00040629;EMNALEO SA;ihernandez;3200541429;2023-12-21 20:20:58.820;2023-12-21 20:23:09.103;2024-02-07 02:59:00.000;SI;NO;NO;NO;NULL;0;Directa
6-00531768;MELECPA SPA;6000058178;6-00040629;EMNALEO SA;ihernandez;3200541429;2023-12-21 20:20:58.820;2023-12-21 20:23:09.103;2024-02-07 02:59:00.000;SI;NO;NO;NO;NULL;0;Directa
7-33575267;HO DESA SA;6000058178;6-00040629;EMNALEO SA;ihernandez;3200541429;2023-12-21 20:20:58.820;2023-12-21 20:23:09.103;2024-02-07 02:59:00.000;SI;NO;SI;NO;Fuera de mi rubro;0;Directa
951002;ALNATP. CORP.;6000058178;6-00040629;EMNALEO SA;ihernandez;3200541429;2023-12-21 20:20:58.820;2023-12-21 20:23:09.103;2024-02-07 02:59:00.000;SI;NO;NO;NO;NULL;0;Directa
987-549-222;ACRIACO CO;6000058178;6-00040629;EMNALEO SA;ihernandez;3200541429;2023-12-21 20:20:58.820;2023-12-21 20:23:09.103;2024-02-07 02:59:00.000;SI;NO;SI;NO;OTRO;0;Directa
8-00688377;ENR CDA LIMITADA;6000044531-1;1-08581477;MACOP S.A;hzepeda;10155696;2023-12-22 01:43:59.280;2023-12-22 01:44:26.477;2024-02-08 13:00:00.000;SI;NO;NO;NO;NULL;0;Directa
6-00246698;FLIDTSA SA;6000044600;1-08581477;MACOP S.A;hzepeda;10155860;2023-12-22 02:40:57.943;2023-12-22 04:16:12.000;2024-02-09 13:00:00.000;SI;SI;NO;NO;NULL;0;Directa
6-00246698;FLIDTSA SA;6000044603;1-08581477;MACOP S.A;hzepeda;10155863;2023-12-22 03:20:54.833;2023-12-22 04:24:03.143;2024-02-08 13:00:00.000;SI;SI;NO;SI;NULL;100;Directa
1-04140897;SAABAPA SPA;6000044604;1-08581477;MACOP S.A;hzepeda;10155864;2023-12-22 03:20:55.403;2023-12-22 04:30:24.577;2024-02-08 13:00:00.000;SI;NO;NO;NO;NULL;20;Directa
1-17530167;EAIESPA SPA;6000044604;1-08581477;MACOP S.A;hzepeda;10155864;2023-12-22 03:20:55.403;2023-12-22 04:30:24.577;2024-02-08 13:00:00.000;SI;NO;NO;NO;NULL;20;Directa
6-00246698;FLIDTSA SA;6000044604;1-08581477;MACOP S.A;hzepeda;10155864;2023-12-22 03:20:55.403;2023-12-22 04:30:24.577;2024-02-08 13:00:00.000;SI;SI;NO;SI;NULL;20;Directa
6-04501769;TECHIDA LTDA;6000044604;1-08581477;MACOP S.A;hzepeda;10155864;2023-12-22 03:20:55.403;2023-12-22 04:30:24.577;2024-02-08 13:00:00.000;SI;NO;SI;NO;Fuera de mi rubro;20;Directa
6-9825494;JOMIRDO ALVARADO;6000044604;1-08581477;MACOP S.A;hzepeda;10155864;2023-12-22 03:20:55.403;2023-12-22 04:30:24.577;2024-02-08 13:00:00.000;SI;NO;SI;NO;OTRO;20;Directa
4-03932987;DASTRDA LIMITADA;6000044607;1-08581477;MACOP S.A;hzepeda;10155872;2023-12-22 03:25:55.173;2023-12-22 04:38:44.800;2024-02-08 13:00:00.000;SI;NO;NO;NO;NULL;25;Directa
5-00099929;IMIDOSA SA;6000044607;1-08581477;MACOP S.A;hzepeda;10155872;2023-12-22 03:25:55.173;2023-12-22 04:38:44.800;2024-02-08 13:00:00.000;SI;SI;NO;NO;NULL;25;Directa
6-00246698;FLIDTSA SA;6000044607;1-08581477;MACOP S.A;hzepeda;10155872;2023-12-22 03:25:55.173;2023-12-22 04:38:44.800;2024-02-08 13:00:00.000;SI;SI;NO;SI;NULL;25;Directa
7-04054787;LUHERPA SPA;6000044607;1-08581477;MACOP S.A;hzepeda;10155872;2023-12-22 03:25:55.173;2023-12-22 04:38:44.800;2024-02-08 13:00:00.000;SI;NO;NO;NO;NULL;25;Directa
6-00246698;FLIDTSA SA;6000044608;1-08581477;MACOP S.A;hzepeda;10155873;2023-12-22 03:30:54.633;2023-12-22 04:42:49.177;2024-02-08 13:00:00.000;SI;SI;NO;NO;NULL;0;Directa
651002;AIND C. INC.;6000056974-1;6-00040629;EMNALEO SA;cmclennan;*R.FLOW;2023-12-22 11:13:46.823;2023-12-22 11:14:03.747;2024-02-09 02:59:00.000;NO;NO;NO;NO;NULL;0;Directa
2-20418077;SIENEPA SPA;6000057719-1;6-00040629;EMNALEO SA;nandradeh;524941RK KIT DE OVERHAUL *DRESSER;2023-12-26 17:32:44.590;2023-12-26 20:14:17.883;2024-02-17 02:55:00.000;SI;NO;NO;NO;NULL;0;Directa
4-55447267;HOCHIPA SPA;6000057719-1;6-00040629;EMNALEO SA;nandradeh;524941RK KIT DE OVERHAUL *DRESSER;2023-12-26 17:32:44.590;2023-12-26 20:14:17.883;2024-02-17 02:55:00.000;NO;NO;NO;NO;NULL;0;Directa
9-00097849;SA CHSA SA;6000044667;1-08581477;MACOP S.A;mperez;10155701;2023-12-26 20:11:05.720;2023-12-26 21:44:28.697;2024-02-08 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
9-00097849;SA CHSA SA;6000044668;1-08581477;MACOP S.A;mperez;10155704;2023-12-26 20:11:06.347;2023-12-26 21:45:05.577;2024-02-08 15:00:00.000;SI;NO;NO;NO;NULL;0;Directa
8-00871218;PRUTOPA SPA;6000044674;1-08581477;MACOP S.A;mperez;10155599;2023-12-26 20:36:05.857;2024-01-30 17:14:29.117;2024-02-05 13:00:00.000;SI;NO;NO;NO;NULL;0;Directa
9-01908969;PRSIOPA SPA;6000044674;1-08581477;MACOP S.A;mperez;10155599;2023-12-26 20:36:05.857;2024-01-30 17:14:29.117;2024-02-05 13:00:00.000;NO;NO;NO;NO;NULL;0;Directa
6-00061659;JO (CSA SA;6000044694;1-08581477;MACOP S.A;dgodoy-ext;10155633;2023-12-26 21:26:05.913;2023-12-26 21:29:27.327;2024-02-19 21:00:00.000;SI;SI;NO;SI;NULL;33;Directa
8-29391967;INCIORL EIRL;6000044694;1-08581477;MACOP S.A;dgodoy-ext;10155633;2023-12-26 21:26:05.913;2023-12-26 21:29:27.327;2024-02-19 21:00:00.000;SI;NO;NO;NO;NULL;33;Directa
8-96005267;SOCTUDA LTDA;6000044694;1-08581477;MACOP S.A;dgodoy-ext;10155633;2023-12-26 21:26:05.913;2023-12-26 21:29:27.327;2024-02-19 21:00:00.000;SI;NO;NO;NO;NULL;33;Directa
6-04436599;SCESSSA SA;6000058281;6-00040629;EMNALEO SA;3nmartineza;REPUESTOS VARIOS STOCK EQUIPMENT COMPANY;2023-12-27 18:05:56.230;2023-12-27 18:07:41.473;2024-02-13 02:00:00.000;SI;SI;NO;NO;NULL;0;Directa
9-00097849;SA CHSA SA;6000058281;6-00040629;EMNALEO SA;3nmartineza;REPUESTOS VARIOS STOCK EQUIPMENT COMPANY;2023-12-27 18:05:56.230;2023-12-27 18:07:41.473;2024-02-13 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
6-04436599;SCESSSA SA;6000058284;6-00040629;EMNALEO SA;3nmartineza;REPUESTOS VARIOS STOCK EQUIPMENT COMPANY;2023-12-27 18:15:56.713;2023-12-27 18:25:02.457;2024-02-13 02:00:00.000;SI;NO;NO;NO;NULL;0;Directa
9-00097849;SA CHSA SA;6000058284;6-00040629;EMNALEO SA;3nmartineza;REPUESTOS VARIOS STOCK EQUIPMENT COMPANY;2023-12-27 18:15:56.713;2023-12-27 18:25:02.457;2024-02-13 02:00:00.000;NO;NO;NO;NO;NULL;0;Directa
9-84489167;INEAMPA SPA;6000044797;1-08581477;MACOP S.A;hzepeda;10156124;2023-12-28 17:15:58.360;2023-12-28 19:14:34.290;2024-02-08 13:00:00.000;NO;NO;NO;NO;NULL;0;Directa
0-01160869;DAEL  A A;521661;K-09518067;SIGORCM SA;avargas;TARJETA ESCALAMIENTO CORRIENTEXV C723 AE017 SCA;2023-12-29 17:41:03.767;2024-01-04 14:06:54.167;2024-02-06 21:00:00.000;SI;NO;NO;NO;NULL;0;Directa
4-03082987;EEELEDA LTDA;521661;K-09518067;SIGORCM SA;avargas;TARJETA ESCALAMIENTO CORRIENTEXV C723 AE017 SCA;2023-12-29 17:41:03.767;2024-01-04 14:06:54.167;2024-02-06 21:00:00.000;SI;SI;NO;NO;NULL;0;Directa
9-00050829;ABB SSA SA;521661;K-09518067;SIGORCM SA;avargas;TARJETA ESCALAMIENTO CORRIENTEXV C723 AE017 SCA;2023-12-29 17:41:03.767;2024-01-04 14:06:54.167;2024-02-06 21:00:00.000;NO;NO;NO;NO;NULL;0;Directa
3-74856367;JBNATPA SPA;521672;K-09518067;SIGORCM SA;avargas;"VALVULA DE CONTROL COLAPVE 200 AK 3.7-603LX; SBRT";2023-12-29 17:46:02.767;2024-01-15 22:08:06.540;2024-02-14 21:00:00.000;NO;NO;NO;NO;NULL;0;Directa
7-94612367;OL PRUT MAMUT;521672;K-09518067;SIGORCM SA;avargas;"VALVULA DE CONTROL COLAPVE 200 AK 3.7-603LX; SBRT";2023-12-29 17:46:02.767;2024-01-15 22:08:06.540;2024-02-14 21:00:00.000;SI;NO;NO;NO;NULL;0;Directa
8-05415969;FETO SA SA;521676;K-09518067;SIGORCM SA;avargas;SENSOR PROX M30 CABLE 5MTSIED-M30NB-ZS-K-L-PA +ACRILICO;2023-12-29 17:51:01.197;2024-01-04 12:09:02.260;2024-02-16 15:00:00.000;NO;NO;NO;NO;NULL;0;Directa
0202-2-945196551;MOSERSA SA;824383;968303-69-50564;QRA PANAMA;ndeleon;P4 824383;2023-12-30 15:19:24.307;2023-12-30 15:21:25.737;2024-02-15 14:16:00.000;SI;SI;NO;NO;NULL;0;Directa
4924480-10;EDENENC INC;824383;968303-69-50564;QRA PANAMA;ndeleon;P4 824383;2023-12-30 15:19:24.307;2023-12-30 15:21:25.737;2024-02-15 14:16:00.000;SI;NO;NO;NO;NULL;0;Directa
50VD 9102-2-033586551;FELCANC INC;824383;968303-69-50564;QRA PANAMA;ndeleon;P4 824383;2023-12-30 15:19:24.307;2023-12-30 15:21:25.737;2024-02-15 14:16:00.000;SI;NO;NO;NO;NULL;0;Directa
6841661-37;CSERNNC INC;824383;968303-69-50564;QRA PANAMA;ndeleon;P4 824383;2023-12-30 15:19:24.307;2023-12-30 15:21:25.737;2024-02-15 14:16:00.000;NO;NO;NO;NO;NULL;0;Directa
7079581-48;GSE, LC LLC;824383;968303-69-50564;QRA PANAMA;ndeleon;P4 824383;2023-12-30 15:19:24.307;2023-12-30 15:21:25.737;2024-02-15 14:16:00.000;SI;SI;NO;NO;NULL;0;Directa
9VD 324996-1-5537671;MESOLSA SA;824383;968303-69-50564;QRA PANAMA;ndeleon;P4 824383;2023-12-30 15:19:24.307;2023-12-30 15:21:25.737;2024-02-15 14:16:00.000;SI;NO;NO;NO;NULL;0;Directa
58659-961-334;LPPANSA SA;10020757;968303-69-50564;QRA PANAMA;djimenez2;NULL;2024-01-02 17:02:22.467;2024-01-02 17:03:08.397;2024-02-02 13:14:00.000;SI;SI;NO;SI;NULL;100;Directa
6-00246698;FLIDTSA SA;6000044854;1-08581477;MACOP S.A;kmerida;10155451;2024-01-02 19:51:10.267;2024-01-10 20:55:03.843;2024-02-16 17:00:00.000;SI;SI;NO;NO;NULL;0;Directa
6-00246698;FLIDTSA SA;6000044855;1-08581477;MACOP S.A;kmerida;10155454;2024-01-02 19:56:10.310;2024-01-10 20:59:08.113;2024-02-16 17:00:00.000;SI;SI;NO;NO;NULL;0;Directa
9-00050829;ABB SSA SA;6000044856;1-08581477;MACOP S.A;kmerida;10155457;2024-01-02 19:56:10.487;2024-01-10 21:06:48.783;2024-02-16 17:00:00.000;SI;NO;NO;NO;NULL;0;Directa
3-00020519;SAS SMA ANONIMA;6000044859;1-08581477;MACOP S.A;kmerida;10155437;2024-01-02 20:01:10.443;2024-01-10 21:39:16.813;2024-02-16 17:00:00.000;NO;NO;NO;NO;NULL;0;Catalogo
6-00246698;FLIDTSA SA;6000044859;1-08581477;MACOP S.A;kmerida;10155437;2024-01-02 20:01:10.443;2024-01-10 21:39:16.813;2024-02-16 17:00:00.000;SI;SI;NO;NO;NULL;0;Directa
6-04907267;SOTS DA LTDA;6000044859;1-08581477;MACOP S.A;kmerida;10155437;2024-01-02 20:01:10.443;2024-01-10 21:39:16.813;2024-02-16 17:00:00.000;SI;NO;NO;NO;NULL;0;Catalogo
60VD 97233-162-121;IAANASA SA;6000044859;1-08581477;MACOP S.A;kmerida;10155437;2024-01-02 20:01:10.443;2024-01-10 21:39:16.813;2024-02-16 17:00:00.000;NO;NO;NO;NO;NULL;0;Catalogo
7-03006387;DAAGADA LIMITADA;6000044859;1-08581477;MACOP S.A;kmerida;10155437;2024-01-02 20:01:10.443;2024-01-10 21:39:16.813;2024-02-16 17:00:00.000;NO;NO;NO;NO;NULL;0;Catalogo
6-00246698;FLIDTSA SA;6000044868;1-08581477;MACOP S.A;kmerida;10155449;2024-01-02 20:21:10.500;2024-01-10 22:06:38.737;2024-02-16 17:00:00.000;SI;SI;NO;NO;NULL;0;Directa
6-00246698;FLIDTSA SA;6000044869;1-08581477;MACOP S.A;kmerida;10155430;2024-01-02 20:26:10.320;2024-01-10 22:08:47.417;2024-02-16 17:00:00.000;SI;SI;NO;NO;NULL;0;Directa
4-04134869;DICUMSA SA;6000044870;1-08581477;MACOP S.A;kmerida;10155428;2024-01-02 20:26:10.540;2024-01-10 22:11:17.047;2024-02-16 17:00:00.000;SI;NO;NO;NO;NULL;0;Catalogo
6-00246698;FLIDTSA SA;6000044870;1-08581477;MACOP S.A;kmerida;10155428;2024-01-02 20:26:10.540;2024-01-10 22:11:17.047;2024-02-16 17:00:00.000;SI;SI;NO;NO;NULL;0;Directa
2-08372969;GLPEXPA SPA;6000044871;1-08581477;MACOP S.A;kmerida;10155432;2024-01-02 20:31:10.433;2024-01-10 22:14:29.167;2024-02-16 17:00:00.000;NO;NO;NO;NO;NULL;0;Catalogo
6-00246698;FLIDTSA SA;6000044871;1-08581477;MACOP S.A;kmerida;10155432;2024-01-02 20:31:10.433;2024-01-10 22:14:29.167;2024-02-16 17:00:00.000;SI;SI;NO;NO;NULL;0;Directa
0-00077039;METECPA SPA;6000044906;1-08581477;MACOP S.A;hzepeda;10156360;2024-01-03 19:05:56.177;2024-01-04 11:45:57.960;2024-02-08 13:00:00.000;SI;NO;NO;NO;NULL;0;Directa
969748013;Xtk Ic. Inc.;514942;K-09518067;SIGORCM SA;avargas;ESPACIADORREDUCTOR XTEK;2024-01-04 14:00:58.637;2024-01-04 14:18:49.113;2024-02-05 21:00:00.000;SI;SI;NO;SI;NULL;100;Directa
1-64034567;PRONTPA SPA;6000044925;1-08581477;MACOP S.A;hzepeda;10155694;2024-01-04 17:05:58.353;2024-01-06 02:06:19.087;2024-02-09 13:00:00.000;SI;SI;NO;NO;NULL;0;Directa
4-68102367;TE FASA SA;6000044925;1-08581477;MACOP S.A;hzepeda;10155694;2024-01-04 17:05:58.353;2024-01-06 02:06:19.087;2024-02-09 13:00:00.000;SI;SI;NO;NO;NULL;0;Directa
5-02985577;SOERIDA LIMITADA;6000044925;1-08581477;MACOP S.A;hzepeda;10155694;2024-01-04 17:05:58.353;2024-01-06 02:06:19.087;2024-02-09 13:00:00.000;SI;SI;NO;NO;NULL;0;Directa
K-04935869;PRS SMA ANONIMA;6000044925;1-08581477;MACOP S.A;hzepeda;10155694;2024-01-04 17:05:58.353;2024-01-06 02:06:19.087;2024-02-09 13:00:00.000;SI;NO;SI;NO;Fuera de mi rubro;0;Directa
5-044;ACAL NC INC;E0658;5-00986498;COHUS SA  ;mdbeluzan;COTIZAR A LA BREVEDAD;2024-01-05 01:05:59.500;2024-01-04 03:00:00.000;2024-02-09 03:15:00.000;SI;SI;NO;NO;NULL;0;Directa
6-00246698;FLIDTSA SA;E0658;5-00986498;COHUS SA  ;mdbeluzan;COTIZAR A LA BREVEDAD;2024-01-05 01:05:59.500;2024-01-04 03:00:00.000;2024-02-09 03:15:00.000;SI;NO;NO;NO;NULL;0;Catalogo
8-05415969;FETO SA SA;522088;K-09518067;SIGORCM SA;avargas;ACTUADORES LINEALESDFPI-250-340-ND2P-E-P-G2-SA;2024-01-05 02:00:55.123;2024-01-05 15:42:30.497;2024-02-06 22:00:00.000;NO;NO;NO;NO;NULL;0;Directa
K-34305167;INURASA SA;6000058474;6-00040629;EMNALEO SA;nandradeh;HP70212555 REGULADOR BRONCE HARRIS;2024-01-05 12:35:58.270;2024-01-05 18:38:12.633;2024-02-17 02:55:00.000;SI;SI;NO;NO;NULL;0;Directa
2-09470569;SO CHSA SA;6000058483;6-00040629;EMNALEO SA;nandradeh;KIT MAIN VALVE SOFT GOODS 06.3365.336;2024-01-05 12:45:55.747;2024-01-05 18:50:55.053;2024-02-17 02:55:00.000;NO;NO;NO;NO;NULL;0;Directa
5-02315569;PE COSA SA;6000058483;6-00040629;EMNALEO SA;nandradeh;KIT MAIN VALVE SOFT GOODS 06.3365.336;2024-01-05 12:45:55.747;2024-01-05 18:50:55.053;2024-02-17 02:55:00.000;NO;NO;NO;NO;NULL;0;Directa
8-09559177;PRES DA LTDA;6000058483;6-00040629;EMNALEO SA;nandradeh;KIT MAIN VALVE SOFT GOODS 06.3365.336;2024-01-05 12:45:55.747;2024-01-05 18:50:55.053;2024-02-17 02:55:00.000;SI;NO;NO;NO;NULL;0;Directa
1-00003729;MAA DSA SA;6000058495;6-00040629;EMNALEO SA;nandradeh;WA82240 1/4 NF LOCK NUT *KOP-FLEX;2024-01-05 13:25:56.153;2024-01-08 18:15:09.990;2024-02-17 02:55:00.000;SI;SI;NO;NO;NULL;0;Directa
1-00207508;LUSOCMA ANONIMA;6000058502;6-00040629;EMNALEO SA;nandradeh;5V-2360 CORREA AERO. J-801A;2024-01-05 15:35:55.947;2024-01-08 18:24:51.800;2024-02-17 02:55:00.000;SI;SI;NO;SI;NULL;50;Directa
K-02289997;COIDRSA SA;6000058502;6-00040629;EMNALEO SA;nandradeh;5V-2360 CORREA AERO. J-801A;2024-01-05 15:35:55.947;2024-01-08 18:24:51.800;2024-02-17 02:55:00.000;NO;NO;NO;NO;NULL;50;Directa
5-05671599;JONE SA SA;6000058508;6-00040629;EMNALEO SA;nandradeh;REPUESTOS MANTENCION j crane;2024-01-05 15:45:56.967;2024-01-08 18:29:40.787;2024-02-17 02:55:00.000;SI;SI;NO;NO;NULL;0;Directa
K-02289997;COIDRSA SA;6000058510;6-00040629;EMNALEO SA;nandradeh;"COUPLING THOMAS XTSR71 726-5258 C:7.5""";2024-01-05 15:45:57.670;2024-01-08 18:35:12.120;2024-02-17 02:55:00.000;SI;SI;NO;NO;NULL;0;Directa
4-01556797;INCO PA SPA;6000058511;6-00040629;EMNALEO SA;nandradeh;"LUBE PUMP GG4195;P/N:LUB-04434-062-4";2024-01-05 15:45:58.000;2024-01-08 18:39:14.177;2024-02-17 02:55:00.000;SI;SI;NO;NO;NULL;0;Directa
6-00246698;FLIDTSA SA;6000044720-1;1-08581477;MACOP S.A;hmarin;10155817-10155277-10155429-10155446-10155447-10155450-10155459;2024-01-07 21:43:31.383;2024-01-07 21:45:02.327;2024-02-03 02:55:00.000;SI;SI;NO;SI;NULL;100;Directa
8-06527867;CO SESA SA;6000044961;1-08581477;MACOP S.A;kmerida;10155419;2024-01-08 02:45:54.557;2024-01-10 22:57:40.987;2024-02-16 20:30:00.000;NO;NO;NO;NO;NULL;0;Directa
9-00050829;ABB SSA SA;6000044963;1-08581477;MACOP S.A;kmerida;10155455 10155456 10155538;2024-01-08 03:00:54.710;2024-01-10 23:03:20.053;2024-02-16 20:38:00.000;SI;NO;NO;NO;NULL;0;Directa
7-85261467;IFTROPA SPA;6000044965;1-08581477;MACOP S.A;kmerida;10155049 10155050;2024-01-08 03:05:54.773;2024-01-10 23:07:49.820;2024-02-16 20:40:00.000;SI;SI;NO;SI;NULL;100;Directa
6-00246698;FLIDTSA SA;6000044970;1-08581477;MACOP S.A;kmerida;10154963 10154964;2024-01-08 03:40:54.747;2024-01-10 23:19:53.397;2024-02-15 00:00:00.000;SI;SI;NO;NO;NULL;0;Directa
1-04904669;GE TRSA SA;E0693;5-00986498;COHUS SA  ;mdbeluzan;COTIZAR A LA BREVEDAD;2024-01-08 20:55:57.543;2024-01-08 03:00:00.000;2024-02-20 13:46:00.000;NO;NO;NO;NO;NULL;0;Directa
1-41256167;AMA YPA SPA;E0693;5-00986498;COHUS SA  ;mdbeluzan;COTIZAR A LA BREVEDAD;2024-01-08 20:55:57.543;2024-01-08 03:00:00.000;2024-02-20 13:46:00.000;SI;SI;NO;NO;NULL;0;Directa
1-45752367;EMS IDA LTDA;E0693;5-00986498;COHUS SA  ;ofertascompras;COTIZAR A LA BREVEDAD;2024-01-08 20:55:57.543;2024-01-08 03:00:00.000;2024-02-13 01:06:00.000;NO;NO;NO;NO;NULL;0;Directa
2-23803867;EYNTEDA LIMITADA;E0693;5-00986498;COHUS SA  ;ofertascompras;COTIZAR A LA BREVEDAD;2024-01-08 20:55:57.543;2024-01-08 03:00:00.000;2024-02-13 01:06:00.000;NO;NO;NO;NO;NULL;0;Directa
2-36457867;VEER PA SPA;E0693;5-00986498;COHUS SA  ;mdbeluzan;COTIZAR A LA BREVEDAD;2024-01-08 20:55:57.543;2024-01-08 03:00:00.000;2024-02-20 13:46:00.000;NO;NO;NO;NO;NULL;0;Directa
